Product Category,Region,Sales
Technology,Central,125.41
Technology,Central,85.53
Technology,Central,1118.3
Technology,Central,471.72
Technology,Central,209.62
Technology,Central,1557.26
Technology,Central,159.68
Technology,Central,2837.95
Technology,Central,766.11
Technology,Central,3781.8
Technology,Central,1655.25
Technology,Central,1839.17
Technology,Central,5665.23
Technology,Central,2595.36
Technology,Central,3187.25
Technology,Central,843.68
Technology,Central,63.78
Technology,Central,74.01
Technology,Central,703.01
Technology,Central,65.1
Technology,Central,552.22
Technology,Central,142.91
Technology,Central,25.1
Technology,Central,35.73
Technology,Central,305.14
Technology,Central,563.91
Technology,Central,260.58
Technology,Central,392.45
Technology,Central,140.77
Technology,Central,11015.82
Technology,Central,3567.15
Technology,Central,1399.59
Technology,Central,199.29
Technology,Central,250.65
Technology,Central,1570.09
Technology,Central,513.93
Technology,Central,1200.11
Technology,Central,272.97
Technology,Central,95.37
Technology,Central,689.14
Technology,Central,675.27
Technology,Central,689.14
Technology,Central,1925.81
Technology,Central,594.18
Technology,Central,157.11
Technology,Central,4259.27
Technology,Central,2053.87
Technology,Central,627.95
Technology,Central,333.02
Technology,Central,329.72
Technology,Central,253.88
Technology,Central,142.06
Technology,Central,4630.26
Technology,Central,127.87
Technology,Central,1252
Technology,Central,2363.08
Technology,Central,462.52
Technology,Central,259.39
Technology,Central,222.64
Technology,Central,201.33
Technology,Central,440.42
Technology,Central,57.32
Technology,Central,328.45
Technology,Central,274.78
Technology,Central,714.88
Technology,Central,159.02
Technology,Central,164.11
Technology,Central,670.39
Technology,Central,355.84
Technology,Central,165.02
Technology,Central,12.2
Technology,Central,31.96
Technology,Central,201.32
Technology,Central,282.24
Technology,Central,53.55
Technology,Central,20.42
Technology,Central,207.92
Technology,Central,479.33
Technology,Central,36.33
Technology,Central,326.03
Technology,Central,153.61
Technology,Central,4967.9
Technology,Central,1315.55
Technology,Central,5775.81
Technology,Central,199.43
Technology,Central,1364.8
Technology,Central,22908.3
Technology,Central,6704.87
Technology,Central,900.56
Technology,Central,1983.79
Technology,Central,205.07
Technology,Central,578.88
Technology,Central,37.16
Technology,Central,914.7
Technology,Central,165.04
Technology,Central,241.19
Technology,Central,1001.33
Technology,Central,206.99
Technology,Central,224.54
Technology,Central,190.81
Technology,Central,805.7
Technology,Central,323.52
Technology,Central,1177.81
Technology,Central,760.77
Technology,Central,1129.67
Technology,Central,421.49
Technology,Central,827.6
Technology,Central,1357.66
Technology,Central,643.71
Technology,Central,1346.32
Technology,Central,1389.87
Technology,Central,391.86
Technology,Central,493.12
Technology,Central,1521.2
Technology,Central,53.11
Technology,Central,5.93
Technology,Central,762.3
Technology,Central,404.69
Technology,Central,78.54
Technology,Central,14.52
Technology,Central,19.1
Technology,Central,18.9
Technology,Central,382.85
Technology,Central,139.66
Technology,Central,16.66
Technology,Central,1749.16
Technology,Central,5976.09
Technology,Central,4691.9
Technology,Central,137.86
Technology,Central,266.25
Technology,Central,274.69
Technology,Central,315.06
Technology,Central,290.78
Technology,Central,518.92
Technology,Central,946.42
Technology,Central,1200.66
Technology,Central,2280.11
Technology,Central,184.13
Technology,Central,1582.59
Technology,Central,829.67
Technology,Central,533.81
Technology,Central,3876.3
Technology,Central,1770.57
Technology,Central,109.77
Technology,Central,1838.85
Technology,Central,1222.58
Technology,Central,1129.39
Technology,Central,765.09
Technology,Central,596.63
Technology,Central,1628.35
Technology,Central,2860.73
Technology,Central,1181.67
Technology,Central,51.55
Technology,Central,385.3
Technology,Central,1389.83
Technology,Central,63.28
Technology,Central,1414.88
Technology,Central,735.39
Technology,Central,16.82
Technology,Central,329.44
Technology,Central,663.9
Technology,Central,60.59
Technology,Central,80.08
Technology,Central,90.17
Technology,Central,79.66
Technology,Central,77.07
Technology,Central,872.92
Technology,East,2163.9
Technology,East,8790.83
Technology,East,3713.93
Technology,East,133.32
Technology,East,2839.28
Technology,East,3247.54
Technology,East,824
Technology,East,7258.24
Technology,East,3705.14
Technology,East,6578.96
Technology,East,19.25
Technology,East,157.72
Technology,East,1003.19
Technology,East,70.17
Technology,East,15.85
Technology,East,2164.86
Technology,East,878.71
Technology,East,53.92
Technology,East,47.99
Technology,East,35.33
Technology,East,759.88
Technology,East,109.12
Technology,East,302.75
Technology,East,203.29
Technology,East,226.88
Technology,East,4390.32
Technology,East,1102.45
Technology,East,219.75
Technology,East,261.56
Technology,East,947.97
Technology,East,1444.4
Technology,East,206.73
Technology,East,1231.03
Technology,East,103.3
Technology,East,355.81
Technology,East,589.88
Technology,East,311.69
Technology,East,2247.04
Technology,East,142.42
Technology,East,12750.99
Technology,East,9629.91
Technology,East,2822.61
Technology,East,329.83
Technology,East,637.04
Technology,East,1701.4
Technology,East,726.85
Technology,East,1304.68
Technology,East,221.15
Technology,East,680.65
Technology,East,5308.57
Technology,East,808.44
Technology,East,1337.78
Technology,East,8323.56
Technology,East,116.54
Technology,East,1055.05
Technology,East,1332.09
Technology,East,3356.02
Technology,East,1157.56
Technology,East,1865.7
Technology,East,1977.29
Technology,East,893.53
Technology,East,392.95
Technology,East,451.34
Technology,East,482.78
Technology,East,2092.05
Technology,East,1590.44
Technology,East,1019.6
Technology,East,632.01
Technology,East,313.17
Technology,East,1585.75
Technology,East,315.33
Technology,East,305.06
Technology,East,277.07
Technology,East,303.72
Technology,East,1660.23
Technology,East,926.8
Technology,East,524.86
Technology,East,351.93
Technology,East,234.15
Technology,East,40.29
Technology,East,2144.92
Technology,East,337.34
Technology,East,5297.63
Technology,East,1078.41
Technology,East,2629.37
Technology,East,395.83
Technology,East,2361.02
Technology,East,1166.13
Technology,East,511.07
Technology,East,434.68
Technology,East,578.24
Technology,East,29.66
Technology,East,192.21
Technology,East,1553.7
Technology,East,133.56
Technology,East,28.4
Technology,East,558.65
Technology,East,229.57
Technology,East,1009.99
Technology,East,127.16
Technology,East,1216.78
Technology,East,2744.4
Technology,East,3670.9
Technology,East,68.41
Technology,East,706.22
Technology,East,446.35
Technology,East,77.25
Technology,East,412.6
Technology,East,1650.41
Technology,East,8155.51
Technology,East,309.05
Technology,East,42.24
Technology,East,96.79
Technology,East,166.42
Technology,East,326.89
Technology,East,379.55
Technology,East,1594.12
Technology,East,37.89
Technology,East,42.46
Technology,East,29.04
Technology,East,14.57
Technology,East,58.74
Technology,East,105.29
Technology,South,3175.15
Technology,South,4892
Technology,South,15503.7
Technology,South,29.85
Technology,South,882.94
Technology,South,893.04
Technology,South,113.92
Technology,South,3537.9
Technology,South,372.02
Technology,South,64.59
Technology,South,946.29
Technology,South,724.57
Technology,South,934.52
Technology,South,1122.85
Technology,South,1900.97
Technology,South,25717.76
Technology,South,1474.86
Technology,South,210.5
Technology,South,2013.28
Technology,South,4012.76
Technology,South,319.54
Technology,South,170.46
Technology,South,227.46
Technology,South,345.07
Technology,South,3457.99
Technology,South,284.39
Technology,South,2149.08
Technology,South,1964.53
Technology,South,1717.53
Technology,South,983.8
Technology,South,431.43
Technology,South,633.15
Technology,South,936.28
Technology,South,430.78
Technology,South,236.99
Technology,South,623.18
Technology,South,1069.11
Technology,South,34.36
Technology,South,2434.65
Technology,South,147.62
Technology,South,67.37
Technology,South,623.88
Technology,South,537.8
Technology,South,290.98
Technology,South,46.85
Technology,South,94.27
Technology,South,568.38
Technology,South,8.49
Technology,South,94.8
Technology,South,86.93
Technology,South,551.35
Technology,South,5140.73
Technology,South,659.58
Technology,South,1201.57
Technology,South,1369.95
Technology,South,297.03
Technology,South,1158.91
Technology,South,995.61
Technology,South,523.4
Technology,South,758.26
Technology,South,291.4
Technology,South,2848.38
Technology,South,1403.17
Technology,South,200.29
Technology,South,856.82
Technology,South,2009.85
Technology,South,864.7
Technology,South,324.62
Technology,South,10.62
Technology,South,1221.92
Technology,South,71.01
Technology,South,41.58
Technology,South,45.61
Technology,South,364.53
Technology,South,146.17
Technology,South,100.11
Technology,South,4542.65
Technology,South,293.76
Technology,South,615.42
Technology,South,117.13
Technology,South,832.97
Technology,South,112.45
Technology,South,1353.84
Technology,South,227.04
Technology,South,751.07
Technology,South,579.99
Technology,South,1173.76
Technology,South,326.35
Technology,South,31.72
Technology,South,1486.34
Technology,South,88.34
Technology,South,302.35
Technology,South,562.89
Technology,South,72.58
Technology,South,75.48
Technology,South,824.77
Technology,South,128.13
Technology,South,52.42
Technology,South,120.21
Technology,South,342.71
Technology,South,151.32
Technology,South,90.16
Technology,South,54.98
Technology,South,586.55
Technology,South,304.41
Technology,South,439.17
Technology,South,4393.66
Technology,South,1493.32
Technology,South,218.15
Technology,South,28.73
Technology,South,2792.12
Technology,South,2232.66
Technology,South,548.82
Technology,South,831.01
Technology,South,306.94
Technology,South,1254.9
Technology,South,2553.25
Technology,South,347.94
Technology,South,615.77
Technology,South,1599.93
Technology,South,624.07
Technology,South,41.88
Technology,South,214.6
Technology,South,69.75
Technology,South,158.92
Technology,South,561.51
Technology,South,336.92
Technology,West,518.81
Technology,West,3616.52
Technology,West,699.66
Technology,West,431.11
Technology,West,1416.66
Technology,West,232.22
Technology,West,258.93
Technology,West,285.27
Technology,West,129.62
Technology,West,241.3
Technology,West,342.31
Technology,West,17.4
Technology,West,74.96
Technology,West,600.03
Technology,West,1387.49
Technology,West,18
Technology,West,55.73
Technology,West,509.39
Technology,West,363.37
Technology,West,6755.63
Technology,West,224.76
Technology,West,113.44
Technology,West,989.45
Technology,West,116.14
Technology,West,119.25
Technology,West,3143.15
Technology,West,2931.03
Technology,West,787.91
Technology,West,142.72
Technology,West,42.68
Technology,West,73.82
Technology,West,236.46
Technology,West,183.55
Technology,West,98.74
Technology,West,561.76
Technology,West,20.39
Technology,West,520.08
Technology,West,56.79
Technology,West,92
Technology,West,248.18
Technology,West,7318.68
Technology,West,8346.1
Technology,West,115.94
Technology,West,1821.96
Technology,West,455.49
Technology,West,159.26
Technology,West,1792.62
Technology,West,973.71
Technology,West,1761.78
Technology,West,1963.31
Technology,West,983.78
Technology,West,750.05
Technology,West,206.82
Technology,West,276.24
Technology,West,2864.55
Technology,West,495.82
Technology,West,243.04
Technology,West,274.54
Technology,West,134.38
Technology,West,7945.9
Technology,West,1423.35
Technology,West,681.42
Technology,West,31.86
Technology,West,27.57
Technology,West,32.51
Technology,West,77.85
Technology,West,19.47
Technology,West,54.05
Technology,West,2396.88
Technology,West,80.58
Technology,West,172.37
Technology,West,536.23
Technology,West,187.2
Technology,West,1361.95
Technology,West,383.44
Technology,West,361.45
Technology,West,314.3
Technology,West,323.05
Technology,West,253.78
Technology,West,2101.52
Technology,West,492.62
Technology,West,271.56
Technology,West,924.8
Technology,West,4711.24
Technology,West,852.53
Technology,West,730.38
Technology,West,581.2
Technology,West,1584.24
Technology,West,67.29
Technology,West,2302.72
Technology,West,5250.66
Technology,West,669.14
Technology,West,150.16
Technology,West,576.59
Technology,West,322.03
Technology,West,518.18
Technology,West,467.03
Technology,West,182.42
Technology,West,419.86
Technology,West,22.79
Technology,West,1126.06
Technology,West,19706
Technology,West,3635.97
Technology,West,1323.65
Technology,West,715.93
Technology,West,917.73
Technology,West,166.59
Technology,West,1552.64
Technology,West,333.74
Technology,West,519.76
Technology,West,2222.71
Technology,West,3240.93
Technology,West,2038.88
Technology,West,444.08
Technology,West,2930.12
Technology,West,1856.51
Technology,West,2048.57
Technology,West,149.8
Technology,West,495.77
Technology,West,122.25
Technology,West,72.75
Technology,West,93.77
Technology,West,251.37
Technology,West,17.83
Technology,Central,1710.94
Technology,Central,1510.88
Technology,Central,839.12
Technology,Central,5014.07
Technology,Central,520.74
Technology,Central,215.9
Technology,Central,4976.92
Technology,Central,265.16
Technology,Central,633.85
Technology,Central,570.89
Technology,Central,1597.18
Technology,Central,141.26
Technology,Central,268.98
Technology,Central,1572.52
Technology,Central,357.39
Technology,Central,247.13
Technology,Central,151.95
Technology,Central,336.2
Technology,Central,380.12
Technology,Central,417.91
Technology,Central,4025.6
Technology,Central,1006.4
Technology,Central,88.32
Technology,Central,1493.51
Technology,Central,637.37
Technology,Central,164.31
Technology,Central,1319.71
Technology,Central,1206.76
Technology,Central,399.25
Technology,Central,523.06
Technology,Central,3455.81
Technology,Central,824.16
Technology,Central,3163.41
Technology,Central,290.24
Technology,Central,242.21
Technology,Central,1811.99
Technology,Central,168.2
Technology,Central,2424.68
Technology,Central,83.69
Technology,Central,1745.59
Technology,Central,369.44
Technology,Central,112.85
Technology,Central,179.52
Technology,Central,151.27
Technology,Central,345.32
Technology,Central,10.17
Technology,Central,57.63
Technology,Central,40.37
Technology,Central,3704.35
Technology,Central,740.87
Technology,Central,2630
Technology,Central,5273.01
Technology,Central,912.18
Technology,Central,1583.9
Technology,Central,432.64
Technology,Central,1797.31
Technology,Central,887.43
Technology,Central,246.44
